34.09316|-118.378335|November 04 00:00:45|TWT|
36.281755|-80.358754|November 04 00:02:02|TWT|
30.211485|-97.861277|November 04 00:07:30|TWT|
44.977482|-93.264351|November 04 00:09:26|TWT|
40.716|-73.582|November 04 00:11:10|ADR|0
32.724|-117.037|November 04 00:12:09|IPH|0
37.740104|-122.438231|November 04 00:12:48|TWT|
32.781078|-96.797111|November 04 00:14:34|TWT|
39.530368|-119.81439|November 04 00:17:49|TWT|
38.941|-76.484|November 04 00:17:50|IPH|0
39.906396|-86.124288|November 04 00:18:33|TWT|
26.665632|-80.084015|November 04 00:21:23|TWT|
38.892091|-77.024055|November 04 00:21:31|TWT|
40.688|-73.945|November 04 00:23:04|ADR|5
39.645707|-105.038208|November 04 00:24:30|SMS|
40.675234|-73.971043|November 04 00:24:58|TWT|
40.68|-73.765|November 04 00:25:58|ADR|0
38.892091|-77.024055|November 04 00:32:37|TWT|
38.937841|-92.334255|November 04 00:33:08|TWT|
29.809|-95.699|November 04 00:37:11|ADR|0
37.795|-122.417|November 04 00:38:59|IPH|0
33.734|-118.023|November 04 00:39:45|IPH|0
32.716222|-117.132358|November 04 00:45:09|TWT|
40.012545|-75.148701|November 04 00:47:22|TWT|
38.903581|-92.243349|November 04 00:47:41|TWT|
39.550051|-105.782067|November 04 00:48:04|TWT|
39.755092|-104.988123|November 04 00:50:42|SMS|
34.123252|-118.083005|November 04 00:58:35|TWT|
47.620973|-122.347276|November 04 00:58:38|TWT|
39.754103|-105.000224|November 04 01:02:34|TWT|0
33.02791|-97.017588|November 04 01:02:56|TWT|
30.42446|-97.844955|November 04 01:10:38|SMS|
39.755092|-104.988123|November 04 01:15:00|TWT|
47.804062|-122.37355|November 04 01:23:46|TWT|
47.66883|-122.192388|November 04 01:27:42|TWT|
34.052187|-118.243425|November 04 01:30:05|TWT|
38.903581|-92.243349|November 04 01:32:04|TWT|
37.686024|-97.335571|November 04 01:35:28|TWT|
25.714|-80.384|November 04 01:53:27|IPH|5
37.371691|-121.861954|November 04 01:57:58|TWT|
33.430654|-86.791901|November 04 01:59:14|TEL|
37.964|-121.998|November 04 02:00:00|IPH|0
48.209206|16.372778|November 04 02:00:56|TWT|
45.771262|-108.579029|November 04 02:01:52|TWT|
39.081712|-76.554603|November 04 02:06:00|TEL|
52.52348|13.411494|November 04 02:06:33|TWT|
39.892517|-105.114201|November 04 02:09:25|TWT|
33.732|-117.972|November 04 02:12:48|IPH|0
37.388994|-121.964374|November 04 02:16:34|TWT|
40.438423|-80.001933|November 04 02:16:34|TWT|
47.253|-122.45|November 04 02:18:16|IPH|0
37.320052|-121.877636|November 04 02:18:23|TWT|
37.832117|-122.262553|November 04 02:29:57|TWT|
39.54591|-97.308457|November 04 02:30:03|TWT|
37.534036|-121.913176|November 04 02:35:04|TWT|
34.724526|-85.972693|November 04 02:40:17|TWT|
48.13641|11.57752|November 04 02:44:58|TWT|
48.209206|16.372778|November 04 02:49:56|TWT|
52.161087|4.490153|November 04 03:00:05|TWT|
44.549|-123.26|November 04 03:00:50|IPH|0
37.686024|-97.335571|November 04 03:02:24|TWT|
32.744408|-116.017745|November 04 03:08:20|TWT|
42.010132|-87.672907|November 04 03:16:38|TWT|
34.005017|-118.433834|November 04 03:20:01|TWT|
45.478|-122.704|November 04 03:23:03|IPH|0
44.484841|-73.270549|November 04 03:43:23|TWT|
32.61|-90.042|November 04 03:46:34|ADR|0
37.259334|-81.36194|November 04 03:51:30|TWT|
35.829481|-86.07335|November 04 03:54:15|TWT|
47.650708|-122.406786|November 04 04:19:09|TWT|
47.665|-122.37|November 04 04:21:37|IPH|0
34.052187|-118.243425|November 04 04:30:04|TWT|
40.691229|-73.96831|November 04 04:31:23|TWT|
48.306074|14.286293|November 04 04:33:17|TWT|
41.895466|12.482324|November 04 04:51:12|TWT|
37.686024|-97.335571|November 04 04:59:17|TWT|
40.715093|-74.010182|November 04 05:00:50|TWT|
